Allosaurus (/ˌæləˈsɔːrəs/)[2][3] is a genus of large carnosaurian theropod dinosaur that lived 155 to 145 million years ago during the Late Jurassic epoch (Kimmeridgian to late Tithonian).	Dinosaurs are a diverse group of reptiles[note 1] of the clade Dinosauria.
Anacondas or water boas are a group of large snakes of the genus Eunectes.	Snakes are elongated, limbless, carnivorous reptiles of the suborder Serpentes /sɜːrˈpɛntiːz/.
Ants are eusocial insects of the family Formicidae and, along with the related wasps and bees, belong to the order Hymenoptera.	Insects (from Latin insectum) are pancrustacean hexapod invertebrates of the class Insecta.
Beavers are large, semiaquatic rodents in the genus Castor native to the temperate Northern Hemisphere.	Rodents (from Latin rodere, 'to gnaw') are mammals of the order Rodentia (/roʊˈdɛnʃə/), which are characterized by a single pair of continuously growing incisors in each of the upper and lower jaws.
Bees are winged insects closely related to wasps and ants, known for their role in pollination and, in the case of the best-known bee species, the western honey bee, for producing honey.	Insects (from Latin insectum) are pancrustacean hexapod invertebrates of the class Insecta.
Beetles are insects that form the order Coleoptera (/koʊliːˈɒptərə/), in the superorder Endopterygota.	Insects (from Latin insectum) are pancrustacean hexapod invertebrates of the class Insecta.
Bubalina is a subtribe of wild cattle that includes the various species of true buffalo.	The Bovidae comprise the biological family of cloven-hoofed, ruminant mammals that includes cattle, bison, buffalo, antelopes, and goat-antelopes.
Butterflies are insects in the macrolepidopteran clade Rhopalocera from the order Lepidoptera, which also includes moths.	Insects (from Latin insectum) are pancrustacean hexapod invertebrates of the class Insecta.
The cat (Felis catus) is a domestic species of small carnivorous mammal.	Felidae (/ˈfɛlɪdiː/) is a family of mammals in the order Carnivora, colloquially referred to as cats, and constitutes a clade.
The chicken (Gallus domesticus) is a domesticated junglefowl species, with attributes of wild species such as the grey and the Ceylon junglefowl[1] that are originally from Southeastern Asia.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
The chimpanzee (Pan troglodytes), also known simply as chimp, is a species of great ape native to the forest and savannah of tropical Africa.	The Hominidae (/hɒˈmɪnɪdiː/), whose members are known as the great apes[note 1] or hominids (/ˈhɒmɪnɪdz/), are a taxonomic family of primates that includes eight extant species in four genera: Pongo (the Bornean, Sumatran and Tapanuli orangutan); Gorilla (the eastern and western gorilla); Pan (the chimpanzee and the bonobo); and Homo, of which only modern humans remain.
Chinchillas are either of two species (Chinchilla chinchilla and Chinchilla lanigera) of crepuscular rodents of the parvorder Caviomorpha.	Rodents (from Latin rodere, 'to gnaw') are mammals of the order Rodentia (/roʊˈdɛnʃə/), which are characterized by a single pair of continuously growing incisors in each of the upper and lower jaws.
Cobra is the common name of various snakes, most of which belong to the genus Naja.	Snakes are elongated, limbless, carnivorous reptiles of the suborder Serpentes /sɜːrˈpɛntiːz/.
Cockroaches (or roaches[1][2][3]) are a paraphyletic group of insects belonging to Blattodea, containing all members of the group except termites.	Insects (from Latin insectum) are pancrustacean hexapod invertebrates of the class Insecta.
Cattle (Bos taurus) are large, domesticated, cloven-hooved, herbivores.	The Bovidae comprise the biological family of cloven-hoofed, ruminant mammals that includes cattle, bison, buffalo, antelopes, and goat-antelopes.
The coyote (Canis latrans) is a species of canine native to North America.	Canis is a genus of the Caninae which includes multiple extant species, such as wolves, dogs, coyotes, and golden jackals.
Deer or true deer are hoofed ruminant mammals forming the family Cervidae.	Ruminants (suborder Ruminantia) are hoofed herbivorous grazing or browsing mammals that are able to acquire nutrients from plant-based food by fermenting it in a specialized stomach prior to digestion, principally through microbial actions.
The dog or domestic dog (Canis familiaris[4][5] or Canis lupus familiaris[5]) is a domesticated descendant of the wolf.	The Caninae, known as canines,[6]: 182  are one of three subfamilies found within the canid family.
Duck is the common name for numerous species of waterfowl in the family Anatidae.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Eagle is the common name for many large birds of prey of the family Accipitridae.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Falcons (/ˈfɒlkən, ˈfɔːl-, ˈfæl-/) are birds of prey in the genus Falco, which includes about 40 species. Falcons are widely distributed on all continents of the world except Antarctica, though closely related raptors did occur there in the Eocene.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Foxes are small to medium-sized, omnivorous mammals belonging to several genera of the family Canidae.	The Caninae, known as canines,[6]: 182  are one of three subfamilies found within the canid family.
Gibbons (/ˈɡɪbənz/) are apes in the family Hylobatidae (/ˌhaɪləˈbætɪdiː/).	Apes (collectively Hominoidea /hɒmɪˈnɔɪdi.ə/) are a clade of Old World simians native to Africa and Southeast Asia, the other being its sister group Cercopithecidae, together forming the catarrhine clade.
The goat or domestic goat (Capra hircus) is a domesticated species of goat-antelope typically kept as livestock.	The Bovidae comprise the biological family of cloven-hoofed, ruminant mammals that includes cattle, bison, buffalo, antelopes, and goat-antelopes.
A goose (PL: geese) is a bird of any of several waterfowl species in the family Anatidae.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Gorillas are herbivorous, predominantly ground-dwelling great apes that inhabit the tropical forests of equatorial Africa.	The Hominidae (/hɒˈmɪnɪdiː/), whose members are known as the great apes[note 1] or hominids (/ˈhɒmɪnɪdz/), are a taxonomic family of primates that includes eight extant species in four genera: Pongo (the Bornean, Sumatran and Tapanuli orangutan); Gorilla (the eastern and western gorilla); Pan (the chimpanzee and the bonobo); and Homo, of which only modern humans remain.
Hawks are birds of prey of the family Accipitridae.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Humans (Homo sapiens) are the most abundant and widespread species of primate, characterized by bipedalism and large, complex brains.	The Hominidae (/hɒˈmɪnɪdiː/), whose members are known as the great apes[note 1] or hominids (/ˈhɒmɪnɪdz/), are a taxonomic family of primates that includes eight extant species in four genera: Pongo (the Bornean, Sumatran and Tapanuli orangutan); Gorilla (the eastern and western gorilla); Pan (the chimpanzee and the bonobo); and Homo, of which only modern humans remain.
Jackals are medium-sized canids native to Africa and Eurasia.	The Caninae, known as canines,[6]: 182  are one of three subfamilies found within the canid family.
The jaguar (Panthera onca) is a large cat species and the only living member of the genus Panthera native to the Americas.	Felidae (/ˈfɛlɪdiː/) is a family of mammals in the order Carnivora, colloquially referred to as cats, and constitutes a clade.
The leopard (Panthera pardus) is one of the five extant species in the genus Panthera, a member of the cat family, Felidae.	Felidae (/ˈfɛlɪdiː/) is a family of mammals in the order Carnivora, colloquially referred to as cats, and constitutes a clade.
The lion (Panthera leo) is a large cat of the genus Panthera native to Africa and India.	Felidae (/ˈfɛlɪdiː/) is a family of mammals in the order Carnivora, colloquially referred to as cats, and constitutes a clade.
"Mambas are fast moving highly venomous snakes of the genus Dendroaspis (which literally means ""tree asp"") in the family Elapidae."	Snakes are elongated, limbless, carnivorous reptiles of the suborder Serpentes /sɜːrˈpɛntiːz/.
A mouse (PL: mice) is a small mammal.	Rodents (from Latin rodere, 'to gnaw') are mammals of the order Rodentia (/roʊˈdɛnʃə/), which are characterized by a single pair of continuously growing incisors in each of the upper and lower jaws.
Orangutans are great apes native to the rainforests of Indonesia and Malaysia.	The Hominidae (/hɒˈmɪnɪdiː/), whose members are known as the great apes[note 1] or hominids (/ˈhɒmɪnɪdz/), are a taxonomic family of primates that includes eight extant species in four genera: Pongo (the Bornean, Sumatran and Tapanuli orangutan); Gorilla (the eastern and western gorilla); Pan (the chimpanzee and the bonobo); and Homo, of which only modern humans remain.
Owls are birds from the order Strigiformes (/ˈstrɪdʒəfɔːrmiːz/), which includes over 200 species of mostly solitary and nocturnal birds of prey typified by an upright stance, a large, broad head, binocular vision, binaural hearing, sharp talons, and feathers adapted for silent flight.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
A pony is a small horse (Equus ferus caballus).	Equidae (sometimes known as the horse family) is the taxonomic family of horses and related animals, including the extant horses, asses, and zebras, and many other species known only from fossils.
Porcupines are large rodents with coats of sharp spines, or quills, that protect them against predation.	Rodents (from Latin rodere, 'to gnaw') are mammals of the order Rodentia (/roʊˈdɛnʃə/), which are characterized by a single pair of continuously growing incisors in each of the upper and lower jaws.
Quail is a collective name for twelve genera of large birds generally placed in the order Galliformes. 	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Rattlesnakes are venomous snakes that form the genera Crotalus and Sistrurus[1] of the subfamily Crotalinae (the pit vipers).	Snakes are elongated, limbless, carnivorous reptiles of the suborder Serpentes /sɜːrˈpɛntiːz/.
Squirrels are members of the family Sciuridae, a family that includes small or medium-size rodents.	Rodents (from Latin rodere, 'to gnaw') are mammals of the order Rodentia (/roʊˈdɛnʃə/), which are characterized by a single pair of continuously growing incisors in each of the upper and lower jaws.
Stegosaurus (/ˌstɛɡəˈsɔːrəs/;[1] lit. 'roof-lizard') is a genus of herbivorous, four-legged, armored dinosaur from the Late Jurassic, characterized by the distinctive kite-shaped upright plates along their backs and spikes on their tails.	Dinosaurs are a diverse group of reptiles[note 1] of the clade Dinosauria.
The tiger (Panthera tigris) is the largest living cat species and a member of the genus Panthera.	Felidae (/ˈfɛlɪdiː/) is a family of mammals in the order Carnivora, colloquially referred to as cats, and constitutes a clade.
Triceratops is a genus of herbivorous chasmosaurine ceratopsid dinosaur that first appeared during the late Maastrichtian stage of the Late Cretaceous period, about 68 million years ago in what is now North America.	Dinosaurs are a diverse group of reptiles[note 1] of the clade Dinosauria.
The turkey is a large bird in the genus Meleagris, native to North America.	Birds are a group of warm-blooded vertebrates constituting the class Aves (/ˈeɪviːz/), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.
Tyrannosaurus[nb 1] is a genus of large theropod dinosaur.	Dinosaurs are a diverse group of reptiles[note 1] of the clade Dinosauria.
